コード,年度,総資産,純資産,株主資本,利益剰余金,短期借入金,長期借入金,BPS,自己資本比率,企業名,業界
3807,2022/12,3826866000,2063826000,2280444000,529225000,39694000,-,44.9,53.7,フィスコ,情報・通信業
3808,2022/06,2859339000,859567000,587956000,-2725549000,-,40465000,42.63,20.0,オウケイウェイヴ,情報・通信業
3810,2022/05,2831000000,2025000000,1969000000,-2591000000,200000000,26000000,216.55,70.1,サイバーステップ,情報・通信業
3814,2022/09,1426946000,-420597000,-422643000,-1656759000,435126000,855080000,-131.9,-29.6,アルファクス・フード・システム,情報・通信業
3815,2022/08,3006101000,1355426000,1356352000,996518000,-,610894000,134.48,45.1,メディア工房,情報・通信業
3816,2022/07,5245464000,4408666000,4228748000,3605346000,-,30000000,1138.79,84.0,大和コンピューター,情報・通信業
3817,2022/03,40175000000,25362000000,23178000000,19878000000,216000000,-,2048.87,62.9,SRAHD,情報・通信業
3823,2022/08,1670057000,1102906000,1021957000,-2353974000,94621000,321855000,30.21,62.7,THE WHY HOW DO COMPANY,情報・通信業
3824,2022/05,781868000,347715000,347715000,-7011000,15000000,142200000,369.91,44.5,メディアファイブ,情報・通信業
3825,2022/03,72968000000,14114000000,14096000000,-268000000,-,-,121.03,19.3,リミックスポイント,情報・通信業
3826,2022/02,3580630000,2714535000,2671311000,1988704000,-,-,246.38,75.8,システムインテグレータ,情報・通信業
3830,2022/03,12121052000,5368672000,5368672000,5397923000,-,988301000,360.49,44.3,ギガプライズ,情報・通信業
3834,2022/03,12940000000,11281000000,11126000000,11670000000,-,-,403.45,87.2,朝日ネット,情報・通信業
3835,2022/03,6306393000,5845984000,5778116000,5460908000,-,-,126.67,92.5,eBASE,情報・通信業
3836,2022/06,16617046000,10597663000,10466479000,9872031000,-,-,281.68,63.8,アバントグループ,情報・通信業
3837,2022/03,8069620000,5968605000,5514268000,4579199000,-,-,629.52,72.4,アドソル日進,情報・通信業
3839,2022/03,8030087000,5735242000,5580971000,4248937000,147070000,331708000,699.53,71.4,ODKソリューションズ,情報・通信業
3840,2022/03,1271851000,469686000,458357000,-1599419000,500000000,-,12.41,36.0,パス,情報・通信業
3841,2022/03,4331540000,3110932000,3110820000,1485548000,-,-,808.99,71.8,ジーダット,情報・通信業
3842,2022/03,3445360000,2010188000,2010188000,53181000,-,332179000,756.67,58.3,ネクストジェン,情報・通信業
3843,2022/04,35050152000,11039207000,6856743000,3635697000,300000000,8012260000,366.01,19.6,フリービット,情報・通信業
3844,2022/03,18934000000,13820000000,13808000000,9262000000,200000000,-,433.55,73.0,コムチュア,情報・通信業
3845,2022/03,1174200000,728293000,725193000,253300000,-,104940000,40.65,61.8,アイフリークモバイル,情報・通信業
